environment_score_end,social_score_end,governance_score_end,total_score_end,Annual_Return,Cluster_environment_score_end,Cluster_social_score_end,Cluster_governance_score_end,Cluster_total_score_end,Cluster_Annual_Return
500.0,300.0,200.0,1000.0,0.0049996909200435,0,0,2,0,2
8.31,14.87,9.1,32.28,0.0190509353914227,1,1,1,1,2
568.0,343.0,305.0,1216.0,-0.0515522653708393,0,0,0,0,2
535.0,331.0,335.0,1201.0,-0.0304456755133936,0,0,0,0,2
500.0,300.0,205.0,1005.0,0.0878661841557126,0,0,2,0,2
371.0,300.0,220.0,891.0,-0.286562035599508,2,0,2,2,2
719.0,340.0,358.0,1417.0,-0.0017421780317926,0,0,0,0,2
500.0,300.0,300.0,1100.0,-0.0919658302241931,0,0,0,0,2
1.81,9.21,10.99,21.86,0.2705012436318185,1,1,1,1,0
1.94,8.55,11.9,22.39,-0.104997287800497,1,1,1,1,2
2.11,7.55,10.84,20.5,0.4567975751894848,1,1,1,1,0
555.0,320.0,300.0,1175.0,0.0181743046226273,0,0,0,0,2
560.0,422.0,310.0,1292.0,-0.0192961535659486,0,0,0,0,2
2.06,7.78,13.32,23.15,0.2211538610039612,1,1,1,1,0
2.06,8.78,13.41,24.24,0.3376623336411093,1,1,1,1,0
1.95,10.0,12.33,24.27,0.0519573642107667,1,1,1,1,2
1.72,8.38,10.96,21.06,0.0937561035156194,1,1,1,1,2
325.0,303.0,225.0,853.0,-0.13988256660487,2,0,2,2,2
7.62,8.73,5.02,21.47,-0.174617898615981,1,1,1,1,2
7.81,9.42,4.98,22.07,0.0461012794542626,1,1,1,1,2
7.6,8.76,4.96,21.29,-0.223019456552196,1,1,1,1,2
215.0,203.0,240.0,658.0,-0.263736303221113,2,2,2,2,2
13.2,2.1,4.35,19.7,0.367900257807729,1,1,1,1,0
13.24,2.07,4.2,19.5,0.221631715898081,1,1,1,1,0
10.88,1.67,4.02,16.57,-0.0163283701020788,1,1,1,1,2
9.78,1.39,3.77,14.94,0.194635763240762,1,1,1,1,0
515.0,316.0,325.0,1156.0,-0.190593170048548,0,0,0,0,2
579.0,374.0,315.0,1268.0,-0.0341921496857619,0,0,0,0,2
520.0,327.0,315.0,1162.0,0.0725049773176428,0,0,0,0,2
1.94,10.26,8.82,21.7,-0.195111850863277,1,1,1,1,2
1.84,10.28,8.2,20.82,0.3862787908599191,1,1,1,1,0
1.64,10.63,8.17,20.43,-0.0672926447574334,1,1,1,1,2
1.77,12.39,8.53,22.7,0.3396580310289204,1,1,1,1,0
455.0,323.0,300.0,1078.0,-0.144672557284965,0,0,0,0,2
8.73,15.61,6.9,31.27,0.2357219895414402,1,1,1,1,0
9.49,15.52,7.05,32.06,0.1521266936410788,1,1,1,1,2
9.83,14.8,7.25,31.88,0.37610701336445,1,1,1,1,0
433.0,330.0,315.0,1078.0,-0.28207584305699,0,0,0,0,2
11.31,9.81,5.97,27.16,0.0573779785810018,1,1,1,1,2
11.54,10.29,6.16,28.0,-0.112947970879803,1,1,1,1,2
12.15,9.52,6.02,27.7,0.0973676322791832,1,1,1,1,2
525.0,306.0,313.0,1144.0,-0.268445233995418,0,0,0,0,2
13.17,8.8,7.88,29.75,0.2241433440348444,1,1,1,1,0
14.17,8.79,8.73,31.36,-0.12608992628419,1,1,1,1,2
9.91,8.53,7.76,26.19,0.1920364860779652,1,1,1,1,0
9.32,7.69,7.43,24.45,-0.254677514681156,1,1,1,1,2
525.0,306.0,300.0,1131.0,-0.0315090835028379,0,0,0,0,2
285.0,300.0,288.0,873.0,0.0773754658386154,2,0,0,2,2
235.0,245.0,205.0,685.0,0.0944700747191735,2,2,2,2,2
18.59,7.07,4.73,30.39,-0.375981430239164,1,1,1,1,2
18.61,8.08,5.31,31.99,0.0262002330849701,1,1,1,1,2
16.39,7.0,5.9,29.29,0.1366442470554772,1,1,1,1,2
1.81,15.51,6.7,24.04,0.3610244907823801,1,1,1,1,0
1.64,13.55,6.72,22.21,-0.0740603124033411,1,1,1,1,2
1.26,12.1,5.91,19.26,0.0089947683334636,1,1,1,1,2
550.0,302.0,308.0,1160.0,-0.18636663919573,0,0,0,0,2
418.0,319.0,315.0,1052.0,-0.263939181148464,0,0,0,0,2
9.07,16.88,12.02,37.94,0.3734817787712349,1,1,1,1,0
9.07,16.49,11.85,37.41,0.7535913605605078,1,1,1,1,0
8.79,16.88,10.5,36.17,0.6172073511205419,1,1,1,1,0
540.0,382.0,310.0,1232.0,0.1776906264893072,0,0,0,0,0
23.21,11.41,9.37,43.54,0.1754154104055077,1,1,1,1,0
23.34,12.72,9.12,45.19,-0.250822285299196,1,1,1,1,2
17.0,9.81,8.85,35.65,0.581290299001036,1,1,1,1,0
18.43,8.97,9.05,36.45,0.4098732445510377,1,1,1,1,0
0.09,11.64,7.87,19.52,0.3130614442264635,1,1,1,1,0
0.09,11.4,7.21,18.69,1.1393988703450386,1,1,1,1,0
0.22,10.8,6.44,17.45,-0.206980658490531,1,1,1,1,2
370.0,244.0,285.0,899.0,-0.46549294393621,2,2,0,2,2
1.93,6.44,10.73,18.91,0.5699288640422242,1,1,1,1,0
3.51,6.16,10.31,19.97,0.7107242124331729,1,1,1,1,0
6.37,3.49,9.18,19.04,0.1951506547437862,1,1,1,1,0
5.45,4.29,7.81,17.55,-0.251489798693439,1,1,1,1,2
19.64,9.0,7.69,36.33,0.9495136772767256,1,1,1,1,0
15.96,8.91,7.23,32.1,-0.0652122143639996,1,1,1,1,2
14.11,8.64,7.41,30.15,-0.277235922849883,1,1,1,1,2
503.0,327.0,310.0,1140.0,0.0645868525968898,0,0,0,0,2
505.0,276.0,305.0,1086.0,0.057964732501448,0,2,0,0,2
575.0,372.0,365.0,1312.0,-0.0738747844253035,0,0,0,0,2
0.06,16.69,8.1,24.85,0.0199104093748948,1,1,1,1,2
0.03,15.28,7.98,23.3,0.2780687443163016,1,1,1,1,0
0.01,13.76,7.54,21.32,0.2971552051228176,1,1,1,1,0
505.0,327.0,305.0,1137.0,0.17283203125,0,0,0,0,2
490.0,304.0,305.0,1099.0,-0.0794849413473351,0,0,0,0,2
255.0,334.0,310.0,899.0,-0.0275015656217803,2,0,0,2,2
1.69,12.46,14.34,28.48,0.0626457562955056,1,1,1,1,2
1.81,12.49,13.18,27.47,0.5749843544350751,1,1,1,1,0
1.43,11.23,12.39,25.05,0.1087969951551108,1,1,1,1,2
420.0,352.0,303.0,1075.0,-0.0949124665386752,0,0,0,0,2
4.28,12.16,10.98,27.29,0.3837843037484233,1,1,1,1,0
4.42,12.4,10.81,27.62,0.3678250058374183,1,1,1,1,0
4.1,12.5,10.57,27.17,0.2215344413629665,1,1,1,1,0
3.36,12.39,10.68,26.44,-0.0940352132635998,1,1,1,1,2
6.49,9.06,6.73,22.29,0.3645973090409209,1,1,1,1,0
6.06,9.42,6.82,22.3,0.2305465044931907,1,1,1,1,0
5.51,9.52,6.53,21.56,0.3849299573179155,1,1,1,1,0
308.0,243.0,210.0,761.0,-0.249935504990457,2,2,2,2,2
500.0,300.0,305.0,1105.0,0.0198714284312883,0,0,0,0,2
570.0,350.0,340.0,1260.0,-0.0608121584042695,0,0,0,0,2
375.0,325.0,300.0,1000.0,-0.0898013083350639,2,0,0,0,2
12.83,7.81,3.81,24.53,0.2558497100199479,1,1,1,1,0
13.04,6.95,3.79,23.78,0.0733392971637226,1,1,1,1,2
12.11,6.4,3.72,22.22,0.4498855947782506,1,1,1,1,0
293.0,235.0,216.0,744.0,-0.0465550370994989,2,2,2,2,2
520.0,330.0,400.0,1250.0,0.211314990997701,0,0,0,0,0
2.46,8.39,7.36,18.11,0.5052466977255978,1,1,1,1,0
2.36,7.76,7.2,17.32,0.1699357745118544,1,1,1,1,2
2.78,7.05,6.44,16.27,0.3741433437886489,1,1,1,1,0
250.0,251.0,215.0,716.0,-0.0842609328511814,2,2,2,2,2
3.15,12.99,5.11,21.23,0.3806532309611098,1,1,1,1,0
3.18,13.03,4.95,21.15,0.2140263279903555,1,1,1,1,0
2.87,13.53,4.57,20.98,0.0864759171643113,1,1,1,1,2
6.11,14.41,4.24,24.78,-0.317420802208521,1,1,1,1,2
2.15,10.52,12.43,25.1,0.5802329301977802,1,1,1,1,0
2.25,10.15,11.59,23.99,-0.0215206302635896,1,1,1,1,2
555.0,318.0,257.0,1130.0,-0.0004447558288226,0,0,2,0,2
13.54,11.13,6.38,31.05,0.4986388649323275,1,1,1,1,0
13.12,11.2,6.1,30.42,0.2561490795589455,1,1,1,1,0
12.62,11.06,5.79,29.46,0.437407286027456,1,1,1,1,0
295.0,259.0,220.0,774.0,-0.274276899898266,2,2,2,2,2
510.0,340.0,300.0,1150.0,-0.258358946167386,0,0,0,0,2
10.81,16.35,6.39,33.62,0.1187150322839352,1,1,1,1,2
11.03,11.97,6.13,29.13,0.1101507877003963,1,1,1,1,2
11.07,9.85,6.2,27.12,0.1742025544587833,1,1,1,1,0
12.36,12.42,6.17,30.95,0.0319125912686874,1,1,1,1,2
9.92,6.51,7.37,23.78,0.1327134083324191,1,1,1,1,2
9.97,7.0,7.31,24.28,-0.461253709844828,1,1,1,1,2
9.07,9.18,7.08,25.33,0.3564311986606412,1,1,1,1,0
8.1,9.16,6.27,23.53,0.438310623177173,1,1,1,1,0
500.0,300.0,261.0,1061.0,-0.0265983921471647,0,0,2,0,2
1.18,13.05,5.81,19.85,0.6899355627861525,1,1,1,1,0
1.18,12.11,5.45,18.74,0.8476230827822315,1,1,1,1,0
1.1,9.07,4.3,14.46,0.4173076923076923,1,1,1,1,0
2.49,7.16,4.12,13.76,-0.197096436975338,1,1,1,1,2
515.0,307.0,330.0,1152.0,0.1093430345075839,0,0,0,0,2
4.26,4.8,6.71,15.73,-0.104538615879741,1,1,1,1,2
4.47,4.77,5.87,15.12,-0.429221627139788,1,1,1,1,2
5.12,4.58,5.16,14.87,0.8651645743873857,1,1,1,1,0
4.28,4.22,6.05,14.55,-0.203140574165205,1,1,1,1,2
1.41,5.86,6.11,13.39,0.6131032132158626,1,1,1,1,0
1.41,6.07,5.87,13.35,0.1972538959732653,1,1,1,1,0
1.57,5.77,5.37,12.71,0.4227186543450633,1,1,1,1,0
435.0,341.0,310.0,1086.0,-0.180276193674419,0,0,0,0,2
13.21,10.28,5.93,29.4,0.4028522968907005,1,1,1,1,0
13.62,10.28,5.82,29.72,-0.158065141607871,1,1,1,1,2
14.42,10.08,5.6,30.1,0.0396101933365569,1,1,1,1,2
700.0,386.0,310.0,1396.0,0.2924528301886792,0,0,0,0,0
510.0,301.0,305.0,1116.0,0.0055530669249585,0,0,0,0,2
1.89,11.33,8.22,21.44,0.2760122008771896,1,1,1,1,0
1.72,11.85,8.32,21.89,-0.0829133288866989,1,1,1,1,2
1.56,12.43,8.52,22.5,0.2680666027242791,1,1,1,1,0
1.64,11.67,8.34,21.65,-0.192651796308007,1,1,1,1,2
1.61,8.11,5.84,15.55,0.5690929027714909,1,1,1,1,0
1.59,7.88,5.81,15.27,0.0392910620324868,1,1,1,1,2
1.59,3.8,5.21,10.6,0.8137743088196034,1,1,1,1,0
540.0,355.0,300.0,1195.0,-0.279748699094727,0,0,0,0,2
8.14,9.33,5.94,23.4,0.1530768102552648,1,1,1,1,2
9.02,9.34,4.97,23.33,0.1407727328213773,1,1,1,1,2
9.95,9.76,5.4,25.11,0.0006766096276417,1,1,1,1,2
7.25,18.26,9.03,34.1,-0.297795010182815,1,1,1,1,2
6.78,17.29,8.88,32.4,0.4093538064937703,1,1,1,1,0
7.14,16.54,8.56,32.22,0.0681980955176785,1,1,1,1,2
5.72,12.55,8.47,26.74,0.1105746536989727,1,1,1,1,2
555.0,315.0,300.0,1170.0,-0.258977572497178,0,0,0,0,2
15.39,8.99,8.81,33.01,0.8354083834371808,1,1,1,1,0
14.59,9.09,8.46,32.14,0.2530120662739941,1,1,1,1,0
15.26,9.51,8.36,33.12,0.0118045883843942,1,1,1,1,2
13.82,9.32,8.2,31.34,-0.243623463067849,1,1,1,1,2
0.17,12.83,8.7,21.7,0.5555075125232114,1,1,1,1,0
0.15,12.61,8.16,20.92,-0.0395683544362592,1,1,1,1,2
0.13,12.09,7.1,19.33,0.3254285539899543,1,1,1,1,0
325.0,312.0,310.0,947.0,-0.188898426544056,2,0,0,0,2
4.0,20.79,12.28,37.07,0.3468916983256964,1,1,1,1,0
4.46,19.57,12.05,36.08,0.1616572980470982,1,1,1,1,2
4.89,17.11,11.72,33.72,0.0899976254154446,1,1,1,1,2
4.05,14.52,11.57,30.15,-0.0213529463254221,1,1,1,1,2
2.51,5.92,4.56,13.04,0.3761261442327461,1,1,1,1,0
2.56,5.58,4.65,12.8,-0.126969148040754,1,1,1,1,2
2.36,5.03,4.48,11.87,0.059482110849938,1,1,1,1,2
2.66,4.81,4.66,12.13,0.1020694684257298,1,1,1,1,2
210.0,200.0,305.0,715.0,0.0440259340560813,2,2,0,2,2
12.84,17.85,8.29,38.98,-0.0006886659568885,1,1,1,1,2
500.0,300.0,300.0,1100.0,0.09769140625,0,0,0,0,2
510.0,268.0,300.0,1078.0,-0.19075550660845,0,2,0,0,2
200.0,200.0,200.0,600.0,-0.253735026288399,2,2,2,2,2
507.0,328.0,315.0,1150.0,-0.356908915136754,0,0,0,0,2
2.01,13.02,10.39,25.42,-0.15032794832786,1,1,1,1,2
480.0,308.0,300.0,1088.0,-0.121186620925448,0,0,0,0,2
5.39,17.81,8.15,31.47,0.4629824181459777,1,1,1,1,0
4.64,16.47,7.88,28.98,0.0923640930150736,1,1,1,1,2
4.7,16.42,7.89,29.01,-0.200972984409013,1,1,1,1,2
4.81,16.39,8.05,29.26,0.0247807594331753,1,1,1,1,2
2.06,9.33,5.14,16.72,0.9706426610053244,1,1,1,1,0
1.95,8.3,5.16,15.41,0.371213230130471,1,1,1,1,0
1.99,7.63,5.34,14.95,0.3112005531927198,1,1,1,1,0
2.13,7.58,5.06,14.77,0.0265287117744489,1,1,1,1,2
2.14,7.6,5.63,15.35,0.3805110107447169,1,1,1,1,0
2.08,7.36,5.49,14.92,0.1134844101854972,1,1,1,1,2
2.03,7.19,5.39,14.61,0.1115665413867267,1,1,1,1,2
1.94,7.35,5.33,14.61,-0.173018626266325,1,1,1,1,2
527.0,332.0,280.0,1139.0,-0.141917626519596,0,0,0,0,2
4.8,13.6,7.59,25.99,0.7095589604330508,1,1,1,1,0
4.27,14.36,7.72,26.35,-0.136411014732172,1,1,1,1,2
3.49,13.38,7.47,24.33,0.1485833125451698,1,1,1,1,2
1.66,6.82,5.74,14.19,-0.188139725396928,1,1,1,1,2
1.68,6.9,5.86,14.46,0.1443299005271318,1,1,1,1,2
1.16,7.46,5.05,13.66,0.2671659586141064,1,1,1,1,0
483.0,310.0,300.0,1093.0,-0.177273761048879,0,0,0,0,2
2.34,5.42,4.65,12.91,0.3381626034447696,1,1,1,1,0
1.99,4.68,5.27,11.93,0.2943185287703501,1,1,1,1,0
2.79,4.25,5.26,12.3,0.5985155832253808,1,1,1,1,0
550.0,415.0,315.0,1280.0,-0.228473372496105,0,0,0,0,2
2.84,12.56,9.01,24.03,-0.116047514968045,1,1,1,1,2
2.85,12.34,8.84,23.72,0.350476553861218,1,1,1,1,0
2.96,11.72,8.64,23.32,0.2373518698626665,1,1,1,1,0
2.14,11.76,6.36,20.25,0.2914751509518856,1,1,1,1,0
510.0,325.0,310.0,1145.0,-0.295477576334365,0,0,0,0,2
1.55,9.07,12.95,23.58,0.16563111276108,1,1,1,1,2
1.55,9.16,12.09,22.8,0.0207241910717256,1,1,1,1,2
1.44,8.7,11.02,21.16,0.1123514701299715,1,1,1,1,2
1.08,8.2,10.53,19.79,0.1741015016760669,1,1,1,1,0
500.0,300.0,200.0,1000.0,-0.0424586117760823,0,0,2,0,2
2.8,17.62,10.38,31.03,0.3666448660232485,1,1,1,1,0
2.77,17.34,11.12,31.22,7.311778212336737,1,1,1,1,1
2.87,17.31,10.86,31.04,0.4688516345902458,1,1,1,1,0
555.0,160.0,278.0,993.0,-0.141799172293617,0,2,0,0,2
14.94,13.61,14.67,42.77,-0.341715979809567,1,1,1,1,2
14.28,14.25,13.28,41.72,0.7164404099562451,1,1,1,1,0
15.3,15.55,12.96,43.81,-0.292490105995641,1,1,1,1,2
12.66,13.47,10.03,36.16,0.3502711005640425,1,1,1,1,0
530.0,374.0,340.0,1244.0,0.0986418043940161,0,0,0,0,2
700.0,389.0,320.0,1409.0,-0.261153810539425,0,0,0,0,2
225.0,307.0,310.0,842.0,-0.219859706113851,2,0,0,2,2
6.77,5.0,7.25,18.97,0.3830313748561699,1,1,1,1,0
6.59,5.22,6.33,18.14,0.2710446734030807,1,1,1,1,0
6.97,5.38,5.8,18.14,0.1450181909603117,1,1,1,1,2
8.81,5.03,6.32,20.16,-0.0802881213539948,1,1,1,1,2
10.29,19.16,7.44,37.36,-0.191739886728299,1,1,1,1,2
10.6,19.61,7.36,37.85,-0.0148001320271181,1,1,1,1,2
10.99,19.99,7.19,38.18,0.072808049934345,1,1,1,1,2
9.8,18.25,7.34,35.39,0.602989974934364,1,1,1,1,0
500.0,300.0,200.0,1000.0,-0.114422026590488,0,0,2,0,2
400.0,306.0,305.0,1011.0,-0.245297427639013,0,0,0,0,2
205.0,203.0,221.0,629.0,0.010297804298763,2,2,2,2,2
5.74,6.91,6.06,18.73,0.1901120990156921,1,1,1,1,0
4.76,5.57,5.84,16.17,-0.177440083453033,1,1,1,1,2
3.77,4.23,5.17,13.17,0.5610200677096383,1,1,1,1,0
3.2,3.83,5.28,12.31,-0.0409726690033494,1,1,1,1,2
3.33,21.49,9.65,34.48,-0.0590711118242184,1,1,1,1,2
3.45,19.39,8.72,31.57,0.1612755011718141,1,1,1,1,2
205.0,242.0,200.0,647.0,0.0047135161515951,2,2,2,2,2
0.03,15.1,6.01,20.94,0.1999184121890939,1,1,1,1,0
0.03,14.9,5.95,20.88,0.1928701937904544,1,1,1,1,0
0.03,15.16,5.79,20.99,0.428766530679868,1,1,1,1,0
0.03,11.59,5.89,17.51,0.0696400146484359,1,1,1,1,2
290.0,257.0,245.0,792.0,-0.0277985914556091,2,2,2,2,2
5.53,9.35,6.18,21.06,0.4309992646140279,1,1,1,1,0
5.6,9.35,5.89,20.84,0.272802874741465,1,1,1,1,0
4.92,9.45,5.36,19.72,-0.124062382395717,1,1,1,1,2
472.0,318.0,300.0,1090.0,-0.0065714528513252,0,0,0,0,2
1.54,13.15,12.08,26.78,-0.216579801643444,1,1,1,1,2
336.0,317.0,300.0,953.0,-0.0600927716930965,2,0,0,0,2
504.0,368.0,310.0,1182.0,-0.0217451769649807,0,0,0,0,2
505.0,301.0,300.0,1106.0,-0.237655997933481,0,0,0,0,2
18.96,8.76,5.57,34.3,0.2686264144274313,1,1,1,1,0
21.93,9.9,5.41,37.25,-0.402198020324036,1,1,1,1,2
608.0,307.0,330.0,1245.0,0.3833772610635705,0,0,0,0,0
18.95,4.93,8.9,33.2,0.4768205691606564,1,1,1,1,0
19.61,4.85,8.83,33.29,0.0228275693696069,1,1,1,1,2
15.18,5.17,8.59,28.93,0.3928739416985896,1,1,1,1,0
15.61,4.56,8.98,29.15,-0.161372315781969,1,1,1,1,2
540.0,326.0,325.0,1191.0,-0.0145134577222965,0,0,0,0,2
0.11,15.0,6.73,22.01,0.3950489685244235,1,1,1,1,0
0.11,14.58,6.74,21.43,0.3906082397870515,1,1,1,1,0
0.11,14.69,6.46,21.25,0.1017822206300322,1,1,1,1,2
615.0,366.0,300.0,1281.0,-0.0630765192803256,0,0,0,0,2
548.0,354.0,325.0,1227.0,-0.146998296166369,0,0,0,0,2
0.16,18.09,7.9,26.16,0.1047333780924466,1,1,1,1,2
0.16,18.04,7.85,26.08,0.3581662913571997,1,1,1,1,0
0.15,17.22,7.5,24.88,-0.0769618648932422,1,1,1,1,2
0.52,15.88,7.41,23.82,0.3186646889912595,1,1,1,1,0
4.84,4.67,4.95,14.38,-0.0048259010184019,1,1,1,1,2
4.8,4.45,4.57,13.82,-0.154482742835736,1,1,1,1,2
3.4,4.03,4.71,12.14,0.043691290519573,1,1,1,1,2
2.75,4.28,5.38,12.4,0.1817296063230966,1,1,1,1,0
500.0,300.0,200.0,1000.0,-0.194117666858293,0,0,2,0,2
1.97,11.33,6.37,19.67,-0.0428478498264705,1,1,1,1,2
1.71,10.2,6.14,18.05,-0.118724560866614,1,1,1,1,2
3.16,9.04,5.63,17.83,0.0338006941913877,1,1,1,1,2
607.0,311.0,320.0,1238.0,-0.0376646379800559,0,0,0,0,2
270.0,292.0,235.0,797.0,-0.20645276596303,2,0,2,2,2
2.63,10.04,4.5,17.49,-0.122619021398408,1,1,1,1,2
2.38,10.59,4.51,17.48,-0.327260426968108,1,1,1,1,2
1.89,11.04,4.67,17.6,0.2984815092109229,1,1,1,1,0
2.1,11.52,4.73,18.35,-0.142556394709498,1,1,1,1,2
3.16,9.26,7.09,19.65,-0.540802381819014,1,1,1,1,2
3.01,7.75,7.39,18.25,0.7557399319960327,1,1,1,1,0
2.53,4.39,5.69,12.61,0.1867151624946467,1,1,1,1,0
2.01,4.07,5.62,11.7,-0.295209123154558,1,1,1,1,2
18.46,10.5,5.74,34.46,0.04260126175002,1,1,1,1,2
17.19,9.94,5.7,32.84,0.3345391772883171,1,1,1,1,0
17.43,9.59,5.6,32.62,-0.0040043586631161,1,1,1,1,2
17.85,9.24,5.26,32.36,0.0539630977529236,1,1,1,1,2
635.0,438.0,300.0,1373.0,0.0626094304689602,0,0,0,0,2
437.0,326.0,300.0,1063.0,0.1145542560083251,0,0,0,0,2
1.16,14.57,15.3,31.07,0.1816384950470106,1,1,1,1,0
1.15,14.17,15.41,30.72,-0.439554296000965,1,1,1,1,2
1.24,14.89,15.4,31.53,0.5824538266874311,1,1,1,1,0
1.94,15.4,15.51,32.84,-0.0527284245853927,1,1,1,1,2
500.0,301.0,300.0,1101.0,-0.276379985213175,0,0,0,0,2
613.0,408.0,285.0,1306.0,-0.0439118009550714,0,0,0,0,2
15.42,13.17,3.36,32.0,0.0880734010774576,1,1,1,1,2
13.77,10.26,3.33,27.36,-0.162489607778541,1,1,1,1,2
9.0,8.52,3.22,20.75,0.2827587139997336,1,1,1,1,0
9.53,9.79,3.16,22.49,0.3593571220276119,1,1,1,1,0
3.47,19.64,8.07,30.14,0.2968135871824777,1,1,1,1,0
3.7,17.6,7.34,28.66,0.2127712700342239,1,1,1,1,0
3.36,17.22,6.83,27.41,0.0027026984158075,1,1,1,1,2
4.4,15.79,6.31,26.49,0.0908333460489861,1,1,1,1,2
2.02,10.89,16.47,29.32,0.4227865460834829,1,1,1,1,0
1.72,10.62,15.62,27.96,-0.0441790680006973,1,1,1,1,2
2.0,8.15,14.57,24.73,0.2387610751183078,1,1,1,1,0
360.0,294.0,300.0,954.0,0.237364033944257,2,0,0,0,0
555.0,324.0,305.0,1184.0,0.1185036063587851,0,0,0,0,2
540.0,330.0,305.0,1175.0,-0.182545306676624,0,0,0,0,2
700.0,340.0,300.0,1340.0,-0.0373944320514069,0,0,0,0,2
3.6,13.9,10.58,28.07,0.4435550885921776,1,1,1,1,0
3.61,11.88,11.4,26.89,-0.205758103828511,1,1,1,1,2
3.78,11.69,11.54,27.0,-0.248431287947634,1,1,1,1,2
3.55,11.98,10.94,26.47,-0.140583228965071,1,1,1,1,2
223.0,201.0,205.0,629.0,0.0987288252176403,2,2,2,2,2
18.52,10.29,8.46,37.42,-0.186470977216946,1,1,1,1,2
18.64,10.16,8.46,37.27,0.0360801835223415,1,1,1,1,2
16.14,9.91,8.01,34.06,0.476236369129795,1,1,1,1,0
18.75,10.06,8.13,36.93,0.434193328279045,1,1,1,1,0
530.0,318.0,305.0,1153.0,-0.119504753312704,0,0,0,0,2
2.82,9.81,5.48,18.14,0.1990564908430432,1,1,1,1,0
2.94,9.56,5.37,17.86,0.2858766574849183,1,1,1,1,0
3.53,7.81,5.11,16.45,0.175340582217857,1,1,1,1,0
374.0,254.0,210.0,838.0,-0.300058231174904,2,2,2,2,2
4.1,10.86,5.39,20.36,0.1058294808058133,1,1,1,1,2
3.35,10.55,4.58,18.48,0.0759167087896468,1,1,1,1,2
3.82,12.39,4.5,20.72,0.2737112904615276,1,1,1,1,0
4.25,12.13,4.74,21.12,-0.111360045659479,1,1,1,1,2
3.8,18.2,12.41,34.25,0.4543334285203789,1,1,1,1,0
4.3,18.72,11.08,34.1,0.0274036826698212,1,1,1,1,2
4.74,17.84,10.35,32.94,-0.183914708803084,1,1,1,1,2
520.0,330.0,310.0,1160.0,0.01908126475857,0,0,0,0,2
320.0,317.0,300.0,937.0,-0.335089884284941,2,0,0,2,2
200.0,200.0,200.0,600.0,-0.0150282229667818,2,2,2,2,2
2.72,13.98,11.49,28.19,0.2533131099976748,1,1,1,1,0
1.98,9.39,10.63,21.99,0.4700602336102168,1,1,1,1,0
520.0,348.0,310.0,1178.0,-0.226959394767222,0,0,0,0,2
