ticker,date,env,soc,gov,ret,mom
AVGO,2021-12-31,0.012448017357682306,0.01689869939549368,0.010045778229908445,0.5146017651473884,0.00911955139322465
AVGO,2022-04-14,0.29206247652957623,0.48250595347133174,0.4171753136656494,-0.1387772102320902,0.29971673025783324
AVY,2019-12-31,0.018484262646212047,0.0006869389998168164,0.002585622244828755,0.4758574935131994,0.009162909006821597
AVY,2020-12-31,0.017761025883531064,0.0010991023997069058,0.002246524245506951,0.1792747057697586,0.008411377037807836
AVY,2021-12-31,0.016940430325873796,0.0014883678329364349,0.0017802644964394708,0.3930914574243359,0.008310209272748293
AVY,2022-04-14,0.7440854532051906,0.7916285033888991,0.6820956256358087,-0.2320925816708706,0.7647560411608277
AWK,2016-12-30,0.015521773599076482,0.019417475728155338,0.005298406239403188,0.2124664919627377,0.009162909006821597
AWK,2018-12-31,0.016634445541662612,0.01978384319472431,0.005976602238046797,-0.0025275094168526,0.010319112036073535
AWK,2019-12-31,0.017761025883531064,0.020104414727972156,0.0065276364869447275,0.3582089841796114,0.01033356457393918
AWK,2021-12-31,0.018386903851235762,0.01937167979483422,0.0049593082400813835,0.2301179060246261,0.009813273210775813
AWK,2022-04-14,0.9082045647366445,0.9015387433595897,0.6291115632417769,-0.1207069768283147,0.933792924037461
AXP,2019-12-31,8.345039569395958e-05,0.027134090492764246,0.014899118345201762,0.3256308487824932,0.009162909006821597
AXP,2020-12-31,6.954199641163298e-05,0.023951273126946327,0.014220922346558154,-0.030081821673649,0.009148456468955948
AXP,2021-12-31,5.563359712930639e-05,0.020356292361238322,0.013246015598507969,0.3487221928074411,0.009148456468955948
AXP,2022-04-14,0.3198792750942294,0.5145631067961165,0.4341302136317396,0.1012097119399164,0.3414990172274251
AZO,2022-04-14,0.36160447294120923,0.5054039201318923,0.444727026110546,0.0419304583085152,0.009162909006821597
BA,2022-04-14,0.3059708758119028,0.5099835134640044,0.491353001017294,-0.1081372429342843,0.009162909006821597
BAC,2022-04-14,0.3059708758119028,0.8992489466935336,0.5549338758901322,-0.1667775655869456,0.009162909006821597
BAX,2019-12-31,0.0034631914212993227,0.03707180802344751,0.012122753475754495,0.2669697385845758,0.009162909006821597
BAX,2020-12-31,0.0035466418169932826,0.0356292361238322,0.012483045100033912,-0.0560000251321234,0.009249624234015492
BAX,2021-12-31,0.003477099820581649,0.03361421505770288,0.012843336724313328,0.0664678670159246,0.00909064631749335
BAX,2022-04-14,0.6954060557170475,0.7206448067411614,0.6291115632417769,-0.1061739307539645,0.7281622152850039
BBWI,2022-04-14,0.003532733417710956,0.0161888624290163,0.004281112241437775,-0.2533619815818355,0.009162909006821597
BBY,2020-12-31,0.0029207638492885855,0.008976002930939732,0.003051881993896235,0.1289738839755438,0.009162909006821597
BBY,2022-04-14,0.5980472607407613,0.5260120901263967,0.6291115632417769,-0.0838621882426218,0.6275725517400854
BDX,2018-12-31,0.00478448935312035,0.03487360322403371,0.017145642590708714,0.0475614677658257,0.009162909006821597
BDX,2019-12-31,0.004714947356708716,0.03938450265616413,0.016976093591047813,0.2252556682464067,0.00909064631749335
BDX,2020-12-31,0.004728855755991044,0.0388807473896318,0.01585283146829434,-0.0803777942687077,0.009177361544687245
BDX,2021-12-31,0.004923573345943615,0.03409507235757465,0.013585113597829775,0.0019123487505983,0.009365244536940685
BDX,2022-04-14,0.8442259280379422,0.8763509800329731,0.6609020006781959,0.1128641268231669,0.8813013065094231
BEN,2022-04-14,0.44644570856340143,0.7962080967210112,0.6503051881993896,-0.2414713619318317,0.009162909006821597
BIIB,2019-12-31,4.172519784697979e-05,0.0313931122916285,0.011296202102407596,-0.0003705206606888,0.009162909006821597
BIIB,2020-12-31,2.7816798564653188e-05,0.03210294925810588,0.010321295354357407,-0.1812345261509705,0.009148456468955948
BIIB,2021-12-31,1.3908399282326598e-05,0.030614581425169447,0.009282807731434384,-0.023683597274034,0.009148456468955948
BIIB,2022-04-14,1.3908399282326598e-05,0.02699670269280088,0.009876229230247542,-0.1149281346916207,0.009162909006821597
BIO,2022-04-14,0.3824670718646991,0.5168529034621725,0.6291115632417769,-0.2711886742402942,0.009162909006821597
BK,2019-12-31,0.0032962906299114038,0.02495878366001099,0.014962699220074604,0.0812030645745892,0.009162909006821597
BK,2020-12-31,0.0030598478421118517,0.02154698662758747,0.01517463546965073,-0.1589377844485849,0.00891721586310556
BK,2021-12-31,0.002753863057900666,0.018730536728338527,0.01597999321804001,0.3665882783777553,0.008844953173777315
BK,2022-04-14,0.6954060557170475,0.6840080600842645,0.6291115632417769,-0.1930033763326535,0.7289137472540177
BKNG,2019-12-31,0.006064062087094397,0.018822128594980767,0.006506442861987115,0.2143266699002217,0.009162909006821597
BKNG,2020-12-31,0.005382550522260393,0.018593148928375162,0.006336893862326213,0.0768082211798021,0.008454734651404784
BKNG,2021-12-31,0.005382550522260393,0.019234291994870856,0.006675991861648015,0.0663244357638888,0.009162909006821597
BKNG,2022-04-14,0.7760747715545417,0.6977468400806008,0.6503051881993896,-0.0807717544108543,0.8100069372181755
BMY,2016-12-30,0.0021001682916313162,0.02997343835867375,0.013839437097321125,-0.1335804111073132,0.009162909006821597
BMY,2018-12-31,0.0021140766909136426,0.03611009342370398,0.015005086469989827,-0.1534202239339074,0.009177361544687245
BMY,2020-12-31,0.0018915423023964173,0.03317915369115222,0.016573414716853172,-0.0285043028710778,0.00893166840097121
BMY,2021-12-31,2.7816798564653188e-05,0.031873969591500274,0.009198033231603934,0.0098800903639585,0.007226268932824603
BMY,2022-04-14,0.6954060557170475,0.7320937900714417,0.6503051881993896,0.2487514502548594,0.731746444675685
BR,2022-04-14,0.7649480521286806,0.7137754167429933,0.6820956256358087,-0.1612303704510219,0.009162909006821597
BRO,2022-04-14,0.5632762625349449,0.7298039934053856,0.6291115632417769,0.0122159174959017,0.009162909006821597
BSX,2020-12-31,0.004381145773932878,0.03828540025645722,0.018374872838250254,-0.2098900931222109,0.009162909006821597
BSX,2022-04-14,0.003922168597616101,0.026515845392929106,0.01517463546965073,0.0389762817906761,0.008685975257255172
BWA,2019-12-31,0.007733070000973588,0.02186755816083532,0.010215327229569346,0.2740088704877208,0.009162909006821597
BWA,2020-12-31,0.007496627213174036,0.021890456127495878,0.009282807731434384,-0.121818195689809,0.00891721586310556
BWA,2021-12-31,0.006856840846187013,0.018913720461623006,0.008583418107833163,0.1559373622626754,0.008498092265001733
BWA,2022-04-14,0.36160447294120923,0.4687671734749954,0.48075618853848767,-0.1860567994732743,0.3777893398080702
