ticker,environment_score,social_score,governance_score,total_score,esg_score_year,Date,High,Low,Open,Close,Volume,Adj Close,esg_momentum,Annual_Return_Close,Annual_Return_High
WDC,949.4,912.2,886.2,2747.8,2021,1/4/2021,55.31999969,52.04000092,54.95000076,52.22999954,7498200,52.22999954,110.8,36.513334640418236,42.32055881870331
WDC,959.8,918.6,887.6,2766,2022,1/3/2022,66.37000275,65.04000092,65.75,65.93000031,2947100,65.93000031,18.2,26.23013764246338,19.974698340422204
WEC,656.2,801.2,886,2343.4,2019,1/2/2019,69.13999939,67.20999908,69.11000061,67.58000183,1849200,61.56944275,37.4,,
WEC,651.4,808.2,888,2347.6,2020,1/2/2020,92.51999664,90.45999908,92.40000153,90.66999817,1547100,85.01421356,4.2,34.16690694694526,33.81544324
WEC,643,815.2,894.8,2353,2021,1/4/2021,92.12999725,89.98999786,92.09999847,90.37999725,1532900,87.0389328,5.4,-0.319842203,-0.421529836
WFC,977,716.6,691.8,2385.4,2020,1/2/2020,54.04000092,53.50999832,53.84999847,53.75,16803100,50.75005722,6,,
WFC,975.2,702.2,692,2369.4,2021,1/4/2021,30.44000053,29.39999962,30.31999969,29.70000076,31421600,29.16973686,-16,-44.74418463,-43.67135453
WFC,961.2,692,689.8,2343,2022,1/3/2022,50.81000137,48.91999817,48.93000031,50.72999954,38978100,50.50324249,-26.4,70.80807489,66.91852984668789
WMB,724.6,794.8,933.4,2452.8,2020,1/2/2020,23.94000053,23.40999985,23.94000053,23.48999977,6970000,20.03650665,91.8,,
WMB,820,829.6,935.6,2585.2,2021,1/4/2021,20.52000046,19.87000084,20.29999924,20.10000038,10902400,18.62079811,132.4,-14.4316706,-14.28571426
WMB,809.4,804.2,936.8,2550.4,2022,1/3/2022,26.53000069,26.02000046,26.12999916,26.5,8747600,26.15346146,-34.8,31.84079352738798,29.288499489634034
WMT,926,648,853.2,2427.2,2020,1/2/2020,119.8899994,118.6999969,118.8600006,118.9400024,6764900,114.7121582,50.8,,
WMT,932.8,655.6,863.4,2451.8,2021,1/4/2021,146.8899994,144.2799988,144.3000031,146.5299988,10727400,143.6805725,24.6,23.196566204205826,22.52064403630316
WMT,912,684.2,873.8,2470,2022,1/3/2022,144.7899933,143.0099945,144,144.6499939,6902200,144.0926819,18.2,-1.283017072,-1.429645387
WRB,965.6,787.6,687.6,2440.8,2020,1/2/2020,46.32666779,45.60666656,46.32666779,45.97333145,1310250,44.35909271,28.4,,
WRB,960,837,708.6,2505.6,2021,1/4/2021,44.44666672,43.15999985,44.34000015,43.29333115,1454100,42.09346771,64.8,-5.829467249,-4.058140073
WYNN,927.8,762.4,772,2462.2,2020,1/2/2020,144.3899994,141.75,142.0599976,143.6000061,3006500,142.4050293,23.8,,
WYNN,924.4,766.2,769.2,2459.8,2021,1/4/2021,113.5100021,106.1800003,113.1500015,106.9000015,3596800,106.9000015,-2.4,-25.55710518,-21.38652083
WYNN,929,760.4,781.2,2470.6,2022,1/3/2022,89.15000153,85.98000336,86.06999969,87.76999664,2437800,87.76999664,10.8,-17.89523348,-21.46066436
XOM,627.2,796.8,830.8,2254.8,2019,1/2/2019,69.87000275,67.26000214,67.34999847,69.69000244,16727200,57.38254929,0.2,,
XOM,677.2,801.8,839.8,2318.8,2021,1/4/2021,42.25,41,41.45000076,41.5,27764700,38.6672821,64,-40.45056888,-39.53055913
XOM,625,798.8,837.4,2261.2,2022,1/3/2022,63.59999847,61.20999908,61.24000168,63.54000092,24282400,62.84332275,-57.6,53.10843595180723,50.53254075739646
XYL,941.2,808.8,892.6,2642.6,2020,1/2/2020,79.94999695,78.76000214,79.16000366,79.84999847,869500,77.80545044,4.8,,
XYL,929.4,843.8,897.8,2671,2021,1/4/2021,102.2799988,98.19999695,102.0299988,99.69000244,814700,98.42227936,28.4,24.846592799189573,27.929959602081023
YUM,933,789,908.4,2630.4,2020,1/2/2020,102.1900024,100.8099976,100.9000015,102.1699982,1369900,98.13298798,37.4,,
YUM,923.6,752.2,910,2585.8,2021,1/4/2021,109.0199966,104.8600006,109.0199966,105.8199997,2058200,103.5945053,-44.6,3.5724787748895093,6.683622702410275
YUM,915,757.4,905.2,2577.6,2022,1/3/2022,138.7700043,134.8500061,138.3800049,136.5299988,1251400,135.8990936,-8.2,29.020978252752716,27.288578818392683
ZBH,914,625.6,778.4,2318,2020,1/2/2020,145.6796112,143.1747589,145.6116486,144.8543701,1083972,142.7207642,6.2,,
ZBH,905.2,643.2,793,2341.4,2021,1/4/2021,151.9320374,146.4077606,151.1359253,148.6990356,1265870,147.7119446,23.4,2.6541591374466877,4.291902036597417
ZTS,960.4,812.2,787.4,2560,2021,1/4/2021,166.2400055,160.7200012,166,163.5899963,1805900,162.432663,123.8,,
